Datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2010-07-05 00:00:00,0.4110333333333333,0.1115,242.11933333333334,1.8133333333333332,0.0,0.25,1.6666666666666667
2010-07-05 01:00:00,0.3940666666666666,0.2429,242.036,1.8900000000000001,0.0,1.2166666666666666,1.6333333333333333
2010-07-05 02:00:00,0.3426666666666666,0.16183333333333336,241.52383333333333,1.5933333333333333,0.0,0.6,1.6666666666666667
2010-07-05 03:00:00,0.3401666666666667,0.11196666666666667,239.90183333333334,1.5166666666666666,0.0,0.0,2.183333333333333
2010-07-05 04:00:00,0.3796333333333333,0.17593333333333336,238.97916666666666,1.8266666666666669,0.0,0.6833333333333333,2.1
2010-07-05 05:00:00,0.35413333333333336,0.18213333333333334,239.28333333333333,1.62,0.0,1.1666666666666667,1.65
2010-07-05 06:00:00,0.3179,0.11833333333333333,239.81783333333334,1.4233333333333333,0.0,0.18333333333333332,1.6
2010-07-05 07:00:00,0.7785,0.07376666666666667,240.035,3.3433333333333333,0.0,0.0,8.316666666666666
2010-07-05 08:00:00,1.0759666666666665,0.23013333333333333,242.12849999999997,4.5600000000000005,0.0,1.1166666666666667,12.916666666666666
2010-07-05 09:00:00,0.34773333333333334,0.17746666666666666,242.36133333333333,1.6333333333333333,0.0,0.8833333333333333,1.6166666666666667
2010-07-05 10:00:00,0.29900000000000004,0.09736666666666666,242.63166666666666,1.3633333333333333,0.0,0.0,1.5666666666666667
2010-07-05 11:00:00,0.3343666666666667,0.14113333333333333,241.97400000000002,1.53,0.0,0.43333333333333335,1.6
2010-07-05 12:00:00,0.6037333333333332,0.20586666666666667,241.8936666666667,2.646666666666667,0.0,1.2,1.6333333333333333
2010-07-05 13:00:00,0.5895333333333334,0.19063333333333335,242.06783333333334,2.5566666666666666,0.0,0.38333333333333336,1.6
2010-07-05 14:00:00,1.2709666666666666,0.12603333333333333,239.70916666666665,5.29,0.0,0.0,14.933333333333334
2010-07-05 15:00:00,1.4741666666666666,0.17629999999999998,241.23166666666665,6.096666666666667,0.0,0.95,20.166666666666668
2010-07-05 16:00:00,1.2203000000000002,0.22806666666666667,242.83216666666667,5.096666666666667,0.0,1.1666666666666667,15.566666666666666
2010-07-05 17:00:00,0.30566666666666664,0.11073333333333334,243.53433333333334,1.3766666666666667,0.0,0.21666666666666667,1.6333333333333333
2010-07-05 18:00:00,0.3173666666666667,0.10843333333333334,243.09133333333332,1.3833333333333333,0.0,0.0,1.6
2010-07-05 19:00:00,0.9813666666666666,0.366,240.07283333333334,4.4366666666666665,0.0,1.0666666666666667,1.6666666666666667
2010-07-05 20:00:00,1.3027000000000002,0.23403333333333334,239.78533333333334,5.593333333333334,6.483333333333333,1.15,1.6833333333333333
2010-07-05 21:00:00,1.8712333333333333,0.09423333333333334,240.765,7.846666666666667,7.533333333333333,0.05,10.266666666666667
2010-07-05 22:00:00,1.7087,0.09086666666666667,239.55483333333333,7.109999999999999,0.0,0.0,4.283333333333333
2010-07-05 23:00:00,1.5456,0.14176666666666668,241.0515,6.406666666666666,0.0,1.2333333333333334,1.6666666666666667
2010-07-06 00:00:00,0.6281666666666667,0.16529999999999997,240.5031666666667,2.71,0.0,0.5833333333333334,1.65
2010-07-06 01:00:00,0.31930000000000003,0.0819,241.10366666666667,1.4933333333333332,0.0,0.0,1.6333333333333333
2010-07-06 02:00:00,0.36696666666666666,0.14113333333333333,240.23383333333334,1.7100000000000002,0.0,0.75,1.6333333333333333
2010-07-06 03:00:00,0.3574,0.18513333333333334,241.64583333333334,1.6633333333333333,0.0,1.05,1.65
2010-07-06 04:00:00,0.2714,0.06736666666666666,241.41983333333334,1.2666666666666666,0.0,0.0,1.6166666666666667
2010-07-06 05:00:00,0.3137,0.12293333333333334,240.96166666666667,1.5,0.0,0.25,1.55
2010-07-06 06:00:00,0.35863333333333336,0.1896,241.79416666666665,1.6466666666666667,0.0,1.2166666666666666,1.5666666666666667
2010-07-06 07:00:00,1.2641,0.10023333333333334,239.59966666666665,5.326666666666667,0.0,0.18333333333333332,15.45
2010-07-06 08:00:00,1.3883333333333332,0.09106666666666667,238.55383333333333,5.773333333333334,0.0,0.0,19.366666666666667
2010-07-06 09:00:00,1.3818666666666668,0.137,238.899,5.8,0.0,1.1833333333333333,18.833333333333332
2010-07-06 10:00:00,1.3678333333333332,0.18103333333333332,240.32683333333335,5.7266666666666675,0.0,0.6,17.916666666666668
2010-07-06 11:00:00,0.2816,0.06983333333333333,239.65733333333336,1.2833333333333334,0.0,0.0,1.5
2010-07-06 12:00:00,0.32903333333333334,0.13126666666666667,241.2885,1.5233333333333334,0.0,0.7666666666666667,1.35
2010-07-06 13:00:00,0.6975,0.2094,241.27849999999998,3.006666666666667,0.0,1.1,1.5833333333333333
2010-07-06 14:00:00,0.7371666666666666,0.09853333333333333,240.0425,3.1133333333333337,0.0,0.0,1.6166666666666667
2010-07-06 15:00:00,0.5567,0.12526666666666667,241.35116666666667,2.396666666666667,0.0,0.2,1.5666666666666667
2010-07-06 16:00:00,0.7087666666666667,0.17563333333333334,240.95783333333333,3.0166666666666666,0.0,1.2166666666666666,1.6166666666666667
2010-07-06 17:00:00,0.5396,0.15556666666666666,241.1805,2.3633333333333337,0.0,0.6666666666666666,1.6166666666666667
2010-07-06 18:00:00,0.5713666666666667,0.1087,240.97083333333333,2.4733333333333336,0.0,0.0,1.6
2010-07-06 19:00:00,1.2738,0.09780000000000001,239.93216666666666,5.323333333333333,0.0,0.6333333333333333,13.516666666666667
2010-07-06 20:00:00,1.5307666666666668,0.20396666666666666,238.28633333333335,6.446666666666667,0.0,1.1666666666666667,20.266666666666666
2010-07-06 21:00:00,0.7395333333333334,0.1168,239.80816666666666,3.1666666666666665,0.0,0.3333333333333333,8.416666666666666
2010-07-06 22:00:00,0.312,0.08196666666666667,241.477,1.3599999999999999,0.0,0.0,1.6833333333333333
2010-07-06 23:00:00,0.4700333333333333,0.16743333333333332,241.44050000000001,2.0466666666666664,0.0,0.95,1.65
2010-07-07 00:00:00,0.383,0.1627,240.619,1.74,0.0,0.8,1.6666666666666667
2010-07-07 01:00:00,0.6799,0.09053333333333334,240.54616666666666,2.9633333333333334,0.0,0.0,1.65
2010-07-07 02:00:00,0.31396666666666667,0.10846666666666667,240.49366666666668,1.4166666666666667,0.0,0.5333333333333333,1.6666666666666667
2010-07-07 03:00:00,0.38383333333333336,0.21963333333333332,241.892,1.8,0.0,1.1833333333333333,1.6666666666666667
2010-07-07 04:00:00,0.2915,0.087,241.2125,1.3366666666666667,0.0,0.16666666666666666,1.65
2010-07-07 05:00:00,0.28723333333333334,0.0728,241.8655,1.2966666666666666,0.0,0.0,1.6666666666666667
2010-07-07 06:00:00,0.9415,0.17033333333333334,241.13933333333335,3.9766666666666666,0.0,1.15,11.316666666666666
2010-07-07 07:00:00,0.3096666666666667,0.10383333333333332,240.3718333333333,1.4166666666666667,0.0,0.5,1.6833333333333333
2010-07-07 08:00:00,1.0060666666666667,0.10526666666666666,239.5546666666667,4.29,0.0,0.0,12.116666666666667
2010-07-07 09:00:00,0.3377,0.1501,240.83483333333334,1.5866666666666667,0.0,0.8666666666666667,1.65
2010-07-07 10:00:00,0.3157666666666667,0.14283333333333334,238.99333333333334,1.48,0.0,0.9333333333333333,1.2333333333333334
2010-07-07 11:00:00,0.33836666666666665,0.07403333333333334,238.7565,1.48,0.0,0.0,1.05
2010-07-07 12:00:00,0.5030666666666667,0.10636666666666666,238.465,2.1666666666666665,0.0,0.38333333333333336,1.6666666666666667
2010-07-07 13:00:00,0.5468333333333334,0.22169999999999998,238.44383333333332,2.506666666666667,0.0,1.1833333333333333,1.6333333333333333
2010-07-07 14:00:00,1.4143666666666665,0.09816666666666667,239.51416666666668,5.89,0.0,0.6166666666666667,17.333333333333332
2010-07-07 15:00:00,0.8498333333333333,0.10393333333333334,241.08599999999998,3.5900000000000003,0.0,0.0,10.566666666666666
2010-07-07 16:00:00,0.32593333333333335,0.14036666666666667,241.40266666666668,1.5266666666666668,0.0,0.6666666666666666,1.6833333333333333
2010-07-07 17:00:00,0.37283333333333335,0.2157,241.59466666666668,1.74,0.0,1.1666666666666667,1.7
2010-07-07 18:00:00,0.34276666666666666,0.11643333333333333,242.494,1.5166666666666666,0.0,0.13333333333333333,1.7166666666666666
2010-07-07 19:00:00,0.6080000000000001,0.2189,241.8325,2.836666666666667,0.0,0.0,1.7
2010-07-07 20:00:00,1.4613666666666667,0.3136,241.44033333333334,6.266666666666667,6.35,1.2166666666666666,11.216666666666667
2010-07-07 21:00:00,0.6147333333333334,0.242,240.60583333333335,2.7033333333333336,1.1333333333333333,1.15,4.3
2010-07-07 22:00:00,0.9587,0.1016,241.14516666666665,4.086666666666667,7.166666666666667,0.0,1.7833333333333334
2010-07-07 23:00:00,0.3262,0.12596666666666667,241.47533333333334,1.5066666666666668,0.0,0.016666666666666666,1.7166666666666666
2010-07-08 00:00:00,0.4078666666666667,0.22716666666666668,241.6765,1.9,0.0,1.2666666666666666,2.033333333333333
2010-07-08 01:00:00,0.5067333333333334,0.1743,239.45033333333333,2.2266666666666666,0.0,0.7666666666666667,2.45
2010-07-08 02:00:00,0.3347333333333333,0.1024,239.9495,1.46,0.0,0.0,1.6833333333333333
